ATT_ID,ATT_NAME_TH,ATT_NAME_EN,ATT_DETAIL_TH,ATT_TEL,ATT_EMAIL,ATT_START_END,ATT_LOCATION,ATT_WEBSITE,ATT_FACEBOOK,ATT_INSTAGRAM,ATT_TIKTOK,PROVINCE_NAME_TH,DISTRICT_NAME_TH,SUBDISTRICT_NAME_TH,ATT_CATEGORY_LABEL,ATT_TYPE_LABEL
130,บอลลูน แอดเวนเจอร์ ไทยแลนด์ เชียงใหม่,Balloon Adventure Thailand,"<span style=""color:#000000"">ให้บริการบอลลูนเพื่อชมวิวของเมืองเชียงใหม่</span>&nbsp;<span style=""color:#000000""><span style=""font-size:14px"">ลอยขึ้นไปใน</span><span style=""font-size:14px"">บอลลูน</span><span style=""font-size:14px"">ลมร้อนเพื่อชมพระอาทิตย์ขึ้นจากด้านหลังภูเขา เพลิดเพลินไปกับทัศนียภาพมุมสูงของ</span><span style=""font-size:14px"">เชียงใหม่</span><span style=""font-size:14px"">อันงดงามในขณะที่คุณสัมผัสความงามอันกว้างใหญ่และไม่มีที่สิ้นสุดของท้องฟ้า</span></span>",896851188,,เปิด 24 ชั่วโมง,"18.8571525, 99.101006",https://www.balloonadventurethailand.com/,,,,เชียงใหม่,ดอยสะเก็ด,เชิงดอย,แหล่งท่องเที่ยวสำหรับกิจกรรมพิเศษ นันทนาการ และความสนใจพิเศษ,สวนสนุก/สวนน้ำ
131,สวนส้มโจลี,Joe Lee Orange Garden,สวนส้มสายน้ำผึ้ง ส้มสายน้ำผึ้งพันธ์ุดีดูแลด้วยใจบรรยากาศธรรมชาติ ใกล้เมือง,096-298-3800,,เปิดบริการทุกวัน เวลา 8.00 -18.00 น.,"18.7773687, 98.8381655",,,,,เชียงใหม่,หางดง,,แหล่งท่องเที่ยวสำหรับกิจกรรมพิเศษ นันทนาการ และความสนใจพิเศษ,ไร่/สวนเกษตร (ฟาร์มสัตว์/ประมง)
132,สวนนา หน้าวัด,Suanna Naawat,สวนดอกไม้มาร์กาเร็ต,080 773 5656,,เปิดทุกวัน เวลา 06.00 – 19.00 น.,"18.9102544, 98.979613",,,,,เชียงใหม่,แม่ริม,ขี้เหล็ก,แหล่งท่องเที่ยวทางธรรมชาติ,ทุ่งดอกไม้และพืชพันธุ์
133,วัดถ้ำดอยโตน,Wat Tam Doi Toan,วัดถ้ำดอยโตน ตั้งอยู่ในพื้นที่หุบเขา ที่เคยเป็นทุ่งนามาก่อน ทิศเหนือเป็นหน้าผาสูงชันของเทือกเขาดอยโตน บนยอดเขาเป็นที่ตั้งขององค์พระเจดีย์-พระบรมธาตุดอยโตน,053 106 126,,ทุกวัน 08:00 - 16:00,"18.6603019, 98.64116949999999",,,,,เชียงใหม่,แม่วาง,ดอนเปา,แหล่งท่องเที่ยวทางธรรมชาติ,ถ้ำ
134,กาเนชา คาเฟ่ & ฟาร์ม เชียงใหม่,Ganesha Cafe & Farm Chiangmai,เป็นคาเฟ่สายมูแห่งแรก ที่นี่เปิดเพื่อครอบครัวได้เข้ามาท่องเที่ยว รับพลังจากองค์พระพิฆเนศ สำหรับสายมู ได้กราบไหว้ขอพรจากองค์พระพิฆเนศ ปางมหาเศรษฐี ส่วนกลางน้ำ มีสะพานสวัสติกะ ลายรังโกลี เครื่องหมายแห่งชัยชนะอันศักดิ์สิทธิ์ พร้อมรับพลังจากอักษรโอมท่ามกลางทุ่งหญ้าสวยงาม,082 623 1230,,เปิดบริการทุกวัน ยกเว้นวันพุธ เวลา 09:00 - 19:00 น. ,"18.6179554, 98.8811001",,,,,เชียงใหม่,สันป่าตอง,ท่าวังพร้าว,แหล่งท่องเที่ยวสำหรับกิจกรรมพิเศษ นันทนาการ และความสนใจพิเศษ,สวนสาธารณะ/สวนหย่อม
135,ไร่เก๊กฮวยนายพล,,ตั้งอยู่ในหมู่บ้านที่มีไร่ดอกเก๊กฮวยอยู่มากมายหลายแห่ง แต่ที่มีชื่อเสียงมากคือ ไร่นายพล แห่งนี้ โดยดอกเก๊กฮวยจะบานเพียง 1 ครั้งต่อปี ซึ่งจะบานในช่วงปลายเดือนตุลาคม &ndash; พฤศจิกายน ของทุกปี สัมผัสกับทุ่งดอกเก๊กฮวยสีขาวนวลตาบานสะพรั่ง เรียงรายเป็นแถวตามแนวทิวเขา จนกลายเป็นท้องทุ่งดอกไม้กว้าง ตัดกับท้องฟ้าสีฟ้าใส สร้างความประทับใจให้กับผู้มาเยือน,097 983 9413,,เปิดให้บริการเพียง 1 ช่วง ต่อปี ประมาณเดือนตุลาคม-พฤศจิกายน เวลา 06:00 - 18:00 น.,"18.7835186, 99.0089141",goo.gl/maps/1kiMKs5tpLfdiqJM6,https://www.facebook.com/flowerfarmnyaphl/,,,เชียงใหม่,สะเมิง,บ่อแก้ว,แหล่งท่องเที่ยวสำหรับกิจกรรมพิเศษ นันทนาการ และความสนใจพิเศษ,ไร่/สวนเกษตร (ฟาร์มสัตว์/ประมง)
136,น้ำตกโป่งสะแยง ,,"<span style=""font-size:16px"">น้ำตกโป่งสะแยงอยู่ระหว่างทางเข้าหมู่บ้านจากขุนแม่รวมเข้าหมู่บ้านห้วยเขียดแห้ง ซึ่งห่างจากหมู่บ้านประมาณ 4 กิโลเมตร&nbsp;ซึ่งน้ำตกโป่งสะแยงเป็นน้ำที่มีความสวยงาม มีความสูงประมาณ 15 เมตร ซึ่งในแต่ละปีจะมีการไปเที่ยวชมมากในช่วงฤดูร้อนหรือในช่วยเดือนมีนาคมถึงเดือนเมษายน ความโดดเด่นของน้ำตกอยู่ที่ความสูงของน้ำตก</span>",0 5369 9100,,เปิดทุกวัน เวลา 08.00 - 17.00 น.,"18.978506, 98.2869478",http://jamluang.go.th/index.php?op=dynamiccontent_detail&dynamiccontent_id=754,,,,เชียงใหม่,กัลยาณิวัฒนา,แจ่มหลวง,แหล่งท่องเที่ยวทางธรรมชาติ,น้ำตก
137,วัดจันทร์ (วิหารแว่นตาดำ),,"<span style=""font-size:16px""><span style=""color:#000000"">วิหารแว่นตาดำ&nbsp;วิหารที่มีลักษณะเหมือนสวมแว่นตาดำอยู่หน้าวิหาร สร้างมาประมาณ 80 ปี โดยช่างชาวกะเหรี่ยงหรือชาวปกาเกอญอ โดยเหตุผลเพราะ วิหารหันหน้าไปทางทิศตะวันออก</span></span>",053 484 021,,เปิดให้บริการทุกวัน เวลา 09:00-17:00 น. ,"19.0888343, 98.3252705",,,,,เชียงใหม่,กัลยาณิวัฒนา,แจ่มหลวง,แหล่งท่องเที่ยวทางประวัติศาสตร์ และวัฒนธรรม,ศาสนสถาน (วัด/โบสถ์/มัสยิด ฯลฯ)
138,สวนป่าดอยบ่อหลวง องค์การอุตสาหกรรมป่าไม้ ,Doi Bo Luang FIO,ตั้งอยู่ในเขตป่าสงวนแห่งชาติขุนแม่ลาย ตำบลบ่อหลวง อำเภอฮอด อยู่ในความรับผิดชอบขององค์การอุตสาหกรรมป่าไม้ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,09 2586 9215 ,,เปิดให้เยี่ยมชมบริเวณสวนได้ทุกวัน ตั้งแต่เวลา 11.00-14.00 น. ,"18.1432841, 98.3173545",,,,,เชียงใหม่,ฮอด,บ่อหลวง,แหล่งท่องเที่ยวทางธรรมชาติ,ศูนย์ศึกษาธรรมชาติ/พิพิธภัณธ์ธรรมชาติ (พืชพันธุ์)
139,บ้านแม่แมะ ,Mae Mae Village,เป็นแหล่งท่องเที่ยวเชียงใหม่เชิงระบบนิเวศน์ เปิดให้นักท่องเที่ยวเข้าสำรวจเส้นทาง ป่าไม้ ลำธาร ชื่นชมพันธุ์ไม้ป่า และสัตว์ป่าขนาดเล็กหลากหลายสายพันธุ์ พร้อมทั้งเรียนรู้วิถีชีวิตของชาวบ้าน ในหมู่บ้านแม่แมะ,08-1958-5601,,ทุกวัน 9.00-18.00 น.,"19.319374, 98.89051",08-1958-5601,,,,เชียงใหม่,เชียงดาว,เชียงดาว,แหล่งท่องเที่ยวทางประวัติศาสตร์ และวัฒนธรรม,วิถีชีวิตความเป็นอยู่ (ชุมชน)
140,ไร่สตรอเบอร์รี่ไผ่สีทอง ,Phai Si Thong Strawberry Farm | Samoeng ,"<span style=""color:#000000"">เป็นแหล่งท่องเที่ยวเชิงเกษตรอีกทางเลือกหนึ่งสำหรับการท่องเที่ยวและพักผ่อนในวันหยุด&nbsp;</span><span style=""color:#000000""><span style=""font-size:14px"">มา</span><span style=""font-size:14px"">เที่ยว</span><span style=""font-size:14px"">สะเมิง ชิมสต</span><span style=""font-size:14px"">รอเบอร์รี่</span><span style=""font-size:14px"">สดๆหวานๆฉ่ำๆ และชิมกาแฟกลาง</span><span style=""font-size:14px"">ไร่สตรอเบอร์รี่</span><span style=""font-size:14px"">&nbsp;ไร่สตอเบอร์รี่แห่งนี้มี นอกจากเปิดให้นักท่องเที่ยวเข้าไปเลือกเก็บสต</span><span style=""font-size:14px"">อเบอร์รี่</span><span style=""font-size:14px"">แล้ว ยังมีร้านอาหาร ร้านขายของฝาก ที่พักและมุมถ่ายรูปสวย ๆ อีกมากมาย</span></span>",086 312 5680,,เปิดบริการทุกวัน เวลา 08.00-17.30 น. ,"18.8617191, 98.7063446",,,,,เชียงใหม่,สะเมิง,บ่อแก้ว,แหล่งท่องเที่ยวสำหรับกิจกรรมพิเศษ นันทนาการ และความสนใจพิเศษ,ไร่/สวนเกษตร (ฟาร์มสัตว์/ประมง)
141,ถ้ำหลวงแม่สาบ ,Mae Sap Cave,"<span style=""color:#000000""><span style=""font-size:14px"">ตั้งอยู่บ้าน</span><span style=""font-size:14px"">แม่สาบ</span><span style=""font-size:14px"">&nbsp;ตำบลสะเมิงใต้ ในเขตอุทยานแห่งชาติขุนขาน เป็นถ้ำหินปูนขนาดไม่ใหญ่มาก แบ่งเป็น 4 ห้องโถง มีชื่อเรียกจากซ้ายไปขวา ได้แก่&nbsp;</span><span style=""font-size:14px"">ถ้ำหลวง</span><span style=""font-size:14px"">ทางน้ำ ถ้ำพระอุโบสถ ถ้ำมรกต และถ้ำเพชร&nbsp;</span>เป็นถ้ำในภูเขาหินปูน 2 ชั้น คือ ถ้ำด้านบนเป็นโถงถ้ำกว้าง มีหน้าต่างถ้ำขนาดใหญ่ด้านบนและมีหลืบถ้ำเข้าไปลึกราว 10 เมตร ส่วนถ้ำด้านล่าง ปากถ้ำกว้างราว 2 เมตร ลึกประมาณ 150 เมตร</span>",052 000 410,,เปิดทุกวัน เวลา 08.00-17.00 น.,"18.8608521, 98.7129272",,,,,เชียงใหม่,สะเมิง,บ่อแก้ว,แหล่งท่องเที่ยวทางธรรมชาติ,ถ้ำ
142,พิพิธภัณฑ์พระพิฆเนศ ,Ganesha Himal Museum ,พิพิธภัณฑ์พระพิฆเนศ จังหวัดเชียงใหม่ หนึ่งเดียวในประเทศไทย ที่รวบรวมเทวรูปขององค์พระพิฆเนศจากทุกมุมโลกไว้มากที่สุด,053 024 287,,เปิดทำการทุกวัน เวลา  09.00-17.00 น.,"18.5600687, 98.8253544",,,,,เชียงใหม่,ดอยหล่อ,ดอยหล่อ,แหล่งท่องเที่ยวทางประวัติศาสตร์ และวัฒนธรรม,พิพิธภัณฑ์
143,แดนเทวดา,Dantewada Land of Angels Waterfall Park,เป็นอีกหนึงความอลังการของ ผาเจ็ดสีและธารน้ำตกสีเขียว ร่มรื่นไปกับบรรยากาศของสวนป่าในสไตล์ทรอปิคอลและแบบญี่ปุ่นท่ามกลางไอหมอกปกคลุมสวยงาม,081 609 8333,,เปิดให้บริการทุกวันตั้งแต่เวลา 08:00 น. ถึง 18:00 น. ,"19.1231868, 98.9421174",,,,,เชียงใหม่,แม่แตง,,แหล่งท่องเที่ยวสำหรับกิจกรรมพิเศษ นันทนาการ และความสนใจพิเศษ,สวนสาธารณะ/สวนหย่อม
144,สวนส้มจินจู,Jinju The Orange Farm,สวนส้มสายน้ำผึ้งเชียงใหม่ที่ตั้งอยู่บนม่อนแจ่ม จังหวัดเชียงใหม่ เป็นแลนด์มาร์คที่กำลังได้รับความนิยม บรรยากาศดี พื้นที่สวย ดูแล้วคล้ายๆ กับสวนส้มบนเกาะเจจู,096 302 5211,,สวนเปิดทุกวัน 08.00-18.00 น. ,"18.9511337, 98.8037319",,,,,เชียงใหม่,แม่ริม,,แหล่งท่องเที่ยวสำหรับกิจกรรมพิเศษ นันทนาการ และความสนใจพิเศษ,ไร่/สวนเกษตร (ฟาร์มสัตว์/ประมง)
145,กาดงัว (ตลาดนัดทุ่งฟ้าบด),Sanpatong Buffalo Market,,,,ทุกวันเสาร์เวลา 06:00-12:00 น.,"18.6021982, 98.8895857",,,,,เชียงใหม่,สันป่าตอง,ท่าวังพร้าว,แหล่งท่องเที่ยวสำหรับกิจกรรมพิเศษ นันทนาการ และความสนใจพิเศษ,ห้างสรรพสินค้า/แหล่งช้อปปิ้ง/ตลาดสด/ตลาดนัด/ถนนคนเดิน
146,แก่งกึ๊ด,,เป็นสถานที่เที่ยวทางน้ำยอดนิยมของเชียงใหม่ สำหรับชาวต่างชาติกับการมาล่องแก่งเรือยาง,086 919 5504,,เปิดบริการทุกวัน เวลา 08.00-18.00 น.,"19.2200732, 98.8401509",,,,,เชียงใหม่,แม่แตง,กื้ดช้าง,แหล่งท่องเที่ยวทางธรรมชาติ,แม่น้ำ/ลำคลอง/แก่ง
147,เก๊าไม้ล้านนา,Kaomai Lanna,เป็นอาคารที่พักซึ่งดัดแปลงจากโรงบ่มใบยาสูบมีไม้เลื้อยปกคลุมทั้งหลัง,053-834-470,, เปิดตั้งแต่เวลา 09.00-18.00 น.,"18.5663508, 98.8742317",,,,,เชียงใหม่,สันป่าตอง,ท่าวังพร้าว,แหล่งท่องเที่ยวสำหรับกิจกรรมพิเศษ นันทนาการ และความสนใจพิเศษ,สวนสาธารณะ/สวนหย่อม
148,ปางเปาบีช ,Pang Pao Beach ,แลนด์มาร์คแห่งเดียวในประเทศไทยที่ยกทะเลหาดทรายสีขาวมาไว้กลางหุบเขา บนพื้นที่ 39 ไร่ ,0 8016 8536 6 ,,เปิดให้บริการทุกวัน เวลา 09.00-18.00 น. ,"19.0773501, 98.9090083999999",,,,,เชียงใหม่,แม่แตง,,แหล่งท่องเที่ยวสำหรับกิจกรรมพิเศษ นันทนาการ และความสนใจพิเศษ,สวนสาธารณะ/สวนหย่อม
149,ไร่ชาลุงเดช ,,เป็นไร่ชาที่สวยงาม โค้งวนไปตามไหล่เขา เป็นสถานที่หนึ่งที่อยู่ในเส้นทางท่องเที่ยวดอยม่อนเงาะ,081 163 3765,,ทุกวัน 08.00 - 17.00,"19.2059871, 98.7949829",,,,,เชียงใหม่,แม่แตง,กื้ดช้าง,แหล่งท่องเที่ยวสำหรับกิจกรรมพิเศษ นันทนาการ และความสนใจพิเศษ,ไร่/สวนเกษตร (ฟาร์มสัตว์/ประมง)
150,หมู่บ้านแม่ลาย ,,ตั้งอยู่ในอำเภอแม่ออน เป็นหมู่บ้านแสนสงบท่ามกลางป่าอันอุดสมบูรณ์ มีลำธารไหลผ่านตัวหมู่บ้าน มีบรรยากาศคล้ายกับหมู่บ้านแม่กำปอง,0 9185 9613 4,,เปิดให้บริการทุกวัน ,"18.8804409, 99.3479383999999",,,,,เชียงใหม่,แม่ออน,ทาเหนือ,แหล่งท่องเที่ยวทางธรรมชาติ,ภูเขา/ธรณีสัณฐานเฉพาะ
151,เฮือนศรีมันตรา,Srimantra Cafe Museum,สีมันตรารีสอร์ท อดีตคือบ้านพักนายไปรษณีย์หลังแรกในมณฑลพายัพ สร้างเมื่อปี พ.ศ. 2453 “พิพิธภัณฑ์บ้าน 100 ปี เฮือนสีมันตรา” นั้นเกิดขึ้นเพราะอยากให้ทุกคนได้มีโอกาสมาสัมผัสศิลปวัฒนธรรมสถาปัตยกรรมเก่าแก่ที่คุณพ่อ(เจ้าของบ้าน)พยายามรักษาไว้เพื่อลูกหลานจึงไม่มีการเก็บค่าเข้าชม แต่ค่าทำนุบำรุง-ค่าน้ำ-ค่าไฟ ได้มาจาก “ร้านกาแฟกึ่งพิพิธภัณฑ์” ด้วยความที่คุณแม่เป็นคนชอบทำขนมหวานอยู่แล้ว จึงอยากให้คนเข้ามาพักผ่อนและแลกเปลี่ยนมุมมองความคิดทั้งยังเป็นการดีที่ทำให้คนในหมู่บ้านมีงานทำอีกด้วย,081 319 8481,,เปิดให้เข้าชมเฉพาะ วันศุกร์ เสาร์ วันอาทิตย์ เวลา 09.00 – 18.00 น.,"18.573179, 98.9024603",,,,,เชียงใหม่,สันป่าตอง,,แหล่งท่องเที่ยวทางประวัติศาสตร์ และวัฒนธรรม,ประวัติความเป็นมา
152,วัดตาดเหมยวณาราม,,เป็นวัดสวยกลางหุบเขาภายในตำบลเทพเสด็จ อำเภอดอยสะเก็ด จังหวัดเชียงใหม่,053 226 830,,เปิดบริการทุกวัน เวลา 06.00-18.00 น.,"18.9226539, 99.3642253",,,,,เชียงใหม่,ดอยสะเก็ด,เชิงดอย,แหล่งท่องเที่ยวทางประวัติศาสตร์ และวัฒนธรรม,ศาสนสถาน (วัด/โบสถ์/มัสยิด ฯลฯ)
153,บ้านปางไฮ,,หมู่บ้านกลางป่าอันเงียบสงบ ตั้งอยู่ที่ตำบลเทพเสด็จซึ่งมีลักษณะภูมิประเทศเป็นภูเขาสูง มีแหล่งต้นน้ำ อากาศที่เย็นสบายตลอดทั้งปี ซึ่งเป็นทำเลที่เหมาะสมสำหรับการปลูกกาแฟพันธุ์อาราบิก้าชั้นดี ทำให้มีร้านกาแฟและที่พักเปิดให้บริการมากมาย,08-5713-1288 ?,,ทุกวัน ตั้งแต่เวลา 08.30-16.00 น. ,"18.9226859, 99.3219072",https://travel.trueid.net/detail/J90edkByenEQ,,,,เชียงใหม่,ดอยสะเก็ด,เชิงดอย,แหล่งท่องเที่ยวทางธรรมชาติ,ภูเขา/ธรณีสัณฐานเฉพาะ
154,สวนน้ำ ทูบเทรค เชียงใหม่,Tube Trek Water Park Chiangmai,เป็นสวนน้ำที่ออกแบบภายใต้แนวคิด 'อวกาศ' แห่งแรกของจังหวัดเชียงใหม่ เป็นการผสมผสานตัวการ์ตูนหุ่นยนต์กับยานอวกาศเข้าด้วยกัน มีเครื่องเล่น ทั้ง 4 โซนที่ใหญ่ที่สุดในภาคเหนือ และมีร้านค้าร้านอาหารให้บริการ, 052 010 123,,เปิดบริการทุกวัน 11.00-18.00 น. ,"18.7648372, 99.0970052",,,,,เชียงใหม่,สันกำแพง,,แหล่งท่องเที่ยวสำหรับกิจกรรมพิเศษ นันทนาการ และความสนใจพิเศษ,สวนสนุก/สวนน้ำ
155,วัดอรัญญวาส (วัดบ้านปง),,วัดบ้านปง ที่คำว่า &ldquo;ปง&rdquo; นั้น หมายถึง ที่ริมฝั่งน้ำหรือที่ลุ่มน้ำขัง ซึ่งบริเวณนี้จะมีลักษณะเป็นแอ่ง หรือปลัก บริเวณรอบริมน้ำ,"053-365055, 086-1891948",,เปิดบริการทุกวัน เวลา 08.00-16.00 น.,"18.7503518, 98.8848015",,,,,เชียงใหม่,หางดง,ขุนคง,แหล่งท่องเที่ยวทางประวัติศาสตร์ และวัฒนธรรม,ศาสนสถาน (วัด/โบสถ์/มัสยิด ฯลฯ)
156,เฮินศิลป์ใจ๋ยอง,,เฮินศิลป์ใจ๋ยอง หรือ หอศิลป์ใจ๋ยอง แสดงผลงานศิลปกรรมภาพพิมพ์ของศิลปินชั้นเยี่ยม เป็นสถานที่จัดนิทรรศการหมุนเวียนของศิลปินร่วมสมัยทุกๆ 2 เดือน ส่วนบริเวณรอบนอกหอศิลป์ใช้เป็นพื้นที่จัดแสดงผลงานศิลปะของนักศึกษาศิลปะไทยและมีห้องเก็บสะสมเครื่องดนตรีโบราณล้านนา อาทิ สะล้อ ซึง ปี่ พิณเปี๊ยะ และขลุ่ย ส่วนอีกโซนหนึ่ง เป็นร้านอาหารพื้นเมือง ที่มีเอกลักษณ์ดั้งเดิมของชาวล้านนา, 086 654 9576,,เปิดบริการทุกวัน ยกเว้นวันจันทร์ เวลา 10:00 - 16:00 น.,"18.725255, 99.1027201",,,,,เชียงใหม่,สันกำแพง,,แหล่งท่องเที่ยวทางประวัติศาสตร์ และวัฒนธรรม,พิพิธภัณฑ์
157,วัดพระนอนแม่ปูคา,Wat Phranon Mee Pukha,วัดพระนอนแม่ปูคา เดิมชื่อ วัดพระป้าน สร้างขึ้นตั้งแต่ปี พ.ศ. 2200 แต่หลังจากที่ พระครูบาศรีวิชัย ได้มาพบวัดนี้ก็ได้สร้างพระวิหารหลังใหม่ครอบไว้ ,093 130 3384,,เปิดบริการทุกวัน เวลา 06.00-17.00 น.,"18.7661847, 99.0989249",,,,,เชียงใหม่,สันกำแพง,,แหล่งท่องเที่ยวทางประวัติศาสตร์ และวัฒนธรรม,ศาสนสถาน (วัด/โบสถ์/มัสยิด ฯลฯ)
158,กาดฝรั่ง วิลเลจ ,Kad Farang Village,เป็นตลาดในตำบลบ้านแหวน อำเภอหางดง ตั้งอย่างโดดเด่นอยู่ริมถนนเชียงใหม่-หางดง,053-430-552 ถึง 5,,เปิดบริการทุกวัน ตั้งแต่เวลา 10.00- 22.00 น.,"18.7017479, 98.9317999",http://kadfarangvillage.com/,,,,เชียงใหม่,หางดง,,แหล่งท่องเที่ยวสำหรับกิจกรรมพิเศษ นันทนาการ และความสนใจพิเศษ,ห้างสรรพสินค้า/แหล่งช้อปปิ้ง/ตลาดสด/ตลาดนัด/ถนนคนเดิน
159,วัดป่าตึง,,หลวงปู่หล้า ตาทิพย์ วัดป่าตึง ตั้งอยู่ในเขตตำบลออนใต้ อำเภอสันกำแพง เดิมเป็นวัดร้าง คู่กับวัดเชียงแสน ก่อนที่จะสร้างวัดนี้ขึ้นมาได้พบพระบรมสารีริกธาตุ และของมีค่ามากมายหลายอย่าง,084 378 3206,,เวลาเปิดทำการ 08.00 - 17.00 น.,"18.7203237, 99.2089058",,,,,เชียงใหม่,สันกำแพง,,แหล่งท่องเที่ยวทางประวัติศาสตร์ และวัฒนธรรม,ศาสนสถาน (วัด/โบสถ์/มัสยิด ฯลฯ)
160,ดัชฟาร์ม ฟาร์มม้าแคระ เชียงใหม่ ,Dutch Farm,แหล่งท่องเที่ยวแห่งใหม่ บนถนนสาย สันกำแพง-แม่ออน เป็นฟาร์มที่ถูกโอบล้อมไปด้วยวิวภูเขาที่สวยงาม บรรยากาศชนบท การตกแต่งสไตล์ดัตช์ ,0 6400 1001 4 ,,เปิดบริการทุกวัน 09.00 - 18.00 น. ,"18.7331969, 99.1956086",,,,,เชียงใหม่,สันกำแพง,,แหล่งท่องเที่ยวสำหรับกิจกรรมพิเศษ นันทนาการ และความสนใจพิเศษ,ไร่/สวนเกษตร (ฟาร์มสัตว์/ประมง)
161,ตลาดฉำฉา ,Chamcha Market,ตลาดนัดเล็กๆ ที่ตั้งอยู่ในชุมชนโหล่งฮิมคาว ตำบลสันกลาง อำเภอสันกำแพง จังหวัดเชียงใหม่,0 9746 2429 6,,เปิดให้บริการทุกวันเสาร์-อาทิตย์ เวลา 09.00-14.00 น. ,"18.7853061, 99.0477042",,,,,เชียงใหม่,สันกำแพง,แช่ช้าง,แหล่งท่องเที่ยวสำหรับกิจกรรมพิเศษ นันทนาการ และความสนใจพิเศษ,ห้างสรรพสินค้า/แหล่งช้อปปิ้ง/ตลาดสด/ตลาดนัด/ถนนคนเดิน
162,พิพิธภัณฑ์ศิลปะร่วมสมัยใหม่เอี่ยม ,MAIIAM MUSEUM,เป็นสถานที่แสดงงานศิลปะร่วมสมัยทั้งของไทยและต่างประเทศในเอเชียตะวันออกเฉียงใต้ ก่อตั้งโดยคุณอิริค บุนนาค โดยตัดแปลงพื้นที่คลังสินค้าที่มีประวัติศาสตร์งานฝีมือมาช้านานบริเวณอำเภอสันกำแพงให้เป็นพิพิธภัณฑ์,0 9288 9556 6 ,,พิพิธภัณฑ์เปิดให้เข้าชมทุกวัน (ปิดวันอังคาร-วันพฤหัสบดี) เวลา 10.00-18.00 น. ,"18.7572293, 99.0936811999999",www.maiiam.com,,,,เชียงใหม่,สันกำแพง,แช่ช้าง,แหล่งท่องเที่ยวทางประวัติศาสตร์ และวัฒนธรรม,พิพิธภัณฑ์
163,ชุมชนโหล่งฮิมคาว,,โหล่งฮิมคาวเป็นภาษาพื้นเมือง หมายถึงชุมชนหรือย่านริมแม่น้ำคาว เป็นชุมชนศิลปะที่มีวิถีอยู่ร่วมกับธรรมชาติอยู่บริเวณย่านริมแม่น้ำคาว,894321870,,ร้านค้าแต่ละบ้านเปิดทุกวัน (สลับกันหยุด) เวลา 10.00-17.00 น. ,"18.7851354, 99.0477307",https://www.facebook.com/LoangHimKao/?locale=th_TH,https://www.facebook.com/LoangHimKao/?locale=th_TH,,,เชียงใหม่,สันกำแพง,แช่ช้าง,แหล่งท่องเที่ยวทางประวัติศาสตร์ และวัฒนธรรม,วิถีชีวิตความเป็นอยู่ (ชุมชน)
164,ฮิมน้ำแม่จะ,Him Nam Mae Cha,เป็นร้านอาหาร ร้านกาแฟและเครื่องดื่ม รวมทั้งยังให้บริการที่พักพร้อมอาหารเข้า และจุดกางเต็นท์ โดยบรรยากาศโดยรอบจะล้อมด้วยภูเขา ป่าไม้ และมีลำธารไหลผ่าน รวมทั้งมีน้ำตกจำลองของทางร้านที่สร้างขึ้นมาเองให้เข้ากับบรรยากาศธรรมชาติรอบข้างได้อย่างกลมกลืนอีกด้วย,084 806 8599,,เปิดให้บริการทุกวัน เวลา 09.00-18.00 น.,"18.8763298, 98.7980786999999",,,,,เชียงใหม่,แม่ริม,ขี้เหล็ก,แหล่งท่องเที่ยวสำหรับกิจกรรมพิเศษ นันทนาการ และความสนใจพิเศษ,ห้างสรรพสินค้า/แหล่งช้อปปิ้ง/ตลาดสด/ตลาดนัด/ถนนคนเดิน
165,วัดป่าดาราภิรมย์,Wat Pa Dara Phirom Phra Aram Luang,พระอารามหลวงชั้นตรี ชนิดสามัญ และเป็นพระอารามหลวงลำดับที่ 7 ของเชียงใหม่,053 862 890,,เปิดบริการทุกวัน 08.00-18.00 น.,"18.9107217, 98.9412655",,,,,เชียงใหม่,แม่ริม,ขี้เหล็ก,แหล่งท่องเที่ยวทางประวัติศาสตร์ และวัฒนธรรม,ศาสนสถาน (วัด/โบสถ์/มัสยิด ฯลฯ)
166,สวนส้มยอดดอย,ํYoddoy the Orange Farm,สวนส้มยอดดอย 1 ในสวนส้ม ม่อนแจ่ม จากทั้งหมด 3 สวน ใน อำเภอแม่ริม จังหวัด เชียงใหม่,090 318 6757,,เปิดให้บริการทุกวัน 07.00-18.00 น.,"18.9546907, 98.8052046",,,,,เชียงใหม่,แม่ริม,,แหล่งท่องเที่ยวทางธรรมชาติ,ทุ่งดอกไม้และพืชพันธุ์
167,สวนดอกไม้ ป้างฮวา&สวนส้ม,,"สวนดอกไม้ หอชมวิว สะพานไม้ไผ่บนสวนส้ม และเก็บส้ม<span style=""color:#000000""><span style=""font-size:14px"">&nbsp;</span><span style=""font-size:14px"">สวนดอกไม้ป้างฮวา&nbsp;ดอกมากาเร็ตสีม่วง กำลังบานสะพรั่งท้าลมหนาว กับวิวสุดปังมองเห็นวิวภูเขารอบทิศ ให้ฟีลญี่ปุ่นมั่กๆ นอกจากสวนดอกไม้ที่นี่ยังมีสวนส้ม&nbsp;ที่มีทางเดินไม้ไผ้รอบสวน&nbsp;</span></span>",065 447 2902,,เปิดบริการทุกวัน 07.00-18.00 น.,"18.9520847, 98.8026268",,,,,เชียงใหม่,แม่ริม,ขี้เหล็ก,แหล่งท่องเที่ยวทางธรรมชาติ,ทุ่งดอกไม้และพืชพันธุ์
